Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Number of Forward Gears,Fuel Information.City mpg,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
77,128,224,4,12,2011,255,350
77,128,224,5,10,2011,305,420
75,116,224,4,9,2011,255,350
75,116,224,5,10,2011,305,420
77,128,224,4,9,2011,255,350
77,128,224,5,10,2011,305,420
75,116,224,4,9,2011,255,350
75,116,224,5,10,2011,305,420
102,72,227,5,13,2010,317,385
102,72,227,5,13,2010,317,385
140,72,227,5,12,2010,317,385
140,72,227,5,12,2010,317,385
102,72,227,5,13,2010,317,385
102,72,227,5,9,2010,317,385
140,72,227,5,12,2010,317,385
140,72,227,5,9,2010,317,385
153,72,227,5,12,2010,317,385
153,72,227,5,12,2010,317,385
105,72,227,5,13,2010,317,385
105,72,227,5,9,2010,317,385
146,72,227,5,12,2010,317,385
146,72,227,5,12,2010,317,385
105,72,227,5,13,2010,317,385
105,72,227,5,13,2010,317,385
105,58,227,5,13,2010,317,385
105,58,227,5,9,2010,317,385
146,72,227,5,12,2010,317,385
146,72,227,5,9,2010,317,385
146,58,227,5,12,2010,317,385
146,58,227,5,9,2010,317,385
161,72,227,5,12,2010,317,385
161,72,227,5,12,2010,317,385
153,72,227,5,9,2010,317,385
115,72,227,5,9,2010,317,385
156,72,227,5,12,2010,317,385
156,72,227,5,12,2010,317,385
226,126,29,6,18,2010,265,258
226,126,29,5,18,2010,256,247
226,126,29,5,18,2010,256,247
132,172,29,5,18,2011,256,247
132,172,29,5,18,2011,256,247
132,172,29,5,18,2010,256,247
132,172,29,5,18,2010,256,247
102,72,227,5,13,2012,317,385
140,72,227,5,12,2012,317,385
102,72,227,5,13,2012,317,385
140,72,227,5,12,2012,317,385
153,72,227,5,12,2012,317,385
105,72,227,5,13,2012,317,385
146,72,227,5,12,2012,317,385
105,72,227,5,13,2012,317,385
105,58,227,5,13,2012,317,385
146,72,227,5,12,2012,317,385
146,58,227,5,12,2012,317,385
153,72,227,5,12,2012,317,385
115,72,227,5,13,2012,317,385
156,72,227,5,12,2012,317,385
102,188,224,4,14,2011,210,235
102,188,224,5,13,2011,390,407
102,188,224,5,14,2011,390,407
102,188,224,5,9,2011,310,330
102,188,224,5,14,2011,390,407
118,188,224,5,8,2011,310,330
118,188,224,5,13,2011,390,407
118,188,224,5,13,2011,390,407
118,188,224,5,13,2011,310,330
118,188,224,5,13,2011,390,407
115,184,224,5,14,2011,390,407
115,184,224,5,14,2011,310,330
115,184,224,5,14,2011,390,407
115,184,224,5,9,2011,310,330
115,184,224,5,14,2011,390,407
130,184,224,5,13,2011,390,407
130,184,224,5,13,2011,310,330
130,184,224,5,13,2011,390,407
130,184,224,5,13,2011,310,330
130,184,224,5,13,2011,390,407
115,184,224,5,14,2011,390,407
115,184,224,5,14,2011,390,407
115,184,224,5,9,2011,310,330
115,184,224,5,14,2011,390,407
107,184,224,5,13,2011,390,407
107,184,224,5,13,2011,390,407
107,184,224,5,13,2011,310,330
107,184,224,5,13,2011,390,407
130,184,224,5,13,2011,310,330
135,253,212,6,15,2011,360,380
135,253,212,6,16,2011,365,420
95,253,212,6,11,2011,360,380
95,253,212,6,16,2011,365,420
95,45,212,6,11,2011,360,380
95,45,212,6,16,2011,365,420
135,253,212,6,14,2011,360,380
135,253,212,6,15,2011,365,420
143,253,212,6,14,2011,360,380
143,253,212,6,15,2011,365,420
148,45,212,6,14,2011,360,380
148,45,212,6,15,2011,365,420
95,45,212,6,15,2011,360,380
95,45,212,6,16,2011,365,420
148,45,212,6,14,2011,360,380
148,45,212,6,15,2011,365,420
95,253,212,6,15,2011,360,380
95,253,212,6,16,2011,365,420
143,253,212,6,14,2011,360,380
143,253,212,6,15,2011,365,420
135,253,212,6,11,2011,360,380
135,253,212,6,10,2011,360,380
135,253,212,6,10,2011,360,380
135,253,212,6,15,2011,365,420
95,253,212,6,15,2011,360,380
95,253,212,6,16,2011,365,420
95,253,212,6,13,2011,411,434
143,253,212,6,10,2011,360,380
143,253,212,6,15,2011,365,420
143,253,212,6,12,2011,411,434
95,45,212,6,11,2011,360,380
95,253,212,6,11,2011,360,380
95,253,212,6,16,2011,365,420
148,45,212,6,15,2011,365,420
95,253,212,6,11,2011,360,380
95,253,212,6,16,2011,365,420
95,253,212,6,13,2011,411,434
143,253,212,6,10,2011,360,380
143,253,212,6,15,2011,365,420
143,253,212,6,12,2011,411,434
95,45,212,6,15,2011,360,380
95,45,212,6,16,2011,365,420
143,253,212,6,14,2011,360,380
143,253,212,6,15,2011,365,420
102,36,212,6,12,2011,302,278
102,36,212,6,15,2011,360,380
138,36,212,6,16,2011,302,278
138,36,212,6,10,2011,360,380
135,253,212,6,12,2011,302,278
135,253,212,6,15,2011,360,380
135,253,212,6,16,2011,302,278
135,253,212,6,10,2011,360,380
199,234,144,6,12,2011,411,434
199,7,144,6,12,2011,411,434
102,36,212,6,17,2011,302,278
102,36,212,6,15,2011,360,380
138,36,212,6,16,2011,302,278
138,36,212,6,10,2011,360,380
143,253,212,6,17,2011,365,420
143,253,212,6,15,2011,360,380
143,253,212,6,16,2011,365,420
133,253,212,6,16,2011,302,278
133,253,212,6,10,2011,360,380
133,253,212,6,15,2011,365,420
135,253,212,6,12,2011,302,278
135,253,212,6,15,2011,360,380
135,253,212,6,16,2011,365,420
135,253,212,6,16,2011,302,278
135,253,212,6,14,2011,360,380
102,36,212,6,12,2011,302,278
102,36,212,6,11,2011,360,380
135,213,212,6,15,2011,360,380
135,213,212,6,16,2011,365,420
156,213,212,6,16,2011,302,278
156,213,212,6,10,2011,360,380
156,213,212,6,15,2011,365,420
95,253,212,6,12,2011,302,278
135,253,212,6,17,2011,302,278
143,253,212,6,10,2011,360,380
143,253,212,6,15,2011,365,420
95,45,212,6,15,2011,360,380
148,45,212,6,14,2011,360,380
102,45,212,6,17,2011,302,278
102,45,212,6,11,2011,360,380
138,36,212,6,16,2011,302,278
138,36,212,6,10,2011,360,380
143,253,212,6,12,2011,302,278
143,253,212,6,11,2011,360,380
143,253,212,6,16,2011,365,420
156,213,212,6,14,2011,360,380
133,253,212,6,10,2011,360,380
133,253,212,6,15,2011,365,420
135,253,212,6,12,2011,302,278
135,253,212,6,11,2011,360,380
135,253,212,6,16,2011,365,420
135,253,212,6,16,2011,302,278
135,253,212,6,10,2011,360,380
135,253,212,6,15,2011,365,420
135,213,212,6,12,2011,302,278
135,213,212,6,15,2011,360,380
135,213,212,6,16,2011,365,420
156,213,212,6,14,2011,360,380
156,213,212,6,15,2011,365,420
95,253,212,6,17,2011,302,278
95,253,212,6,11,2011,360,380
95,253,212,6,16,2011,365,420
143,253,212,6,10,2011,360,380
143,253,212,6,15,2011,365,420
95,45,212,6,15,2011,360,380
95,45,212,6,16,2011,365,420
148,45,212,6,14,2011,360,380
148,45,212,6,15,2011,365,420
95,253,212,6,13,2011,411,434
143,253,212,6,12,2011,411,434
95,253,212,6,13,2011,411,434
135,253,212,6,14,2010,310,365
143,253,212,6,10,2010,310,365
148,45,212,6,10,2010,310,365
24,253,212,6,10,2010,310,365
135,253,212,6,14,2010,310,365
95,253,212,6,10,2010,310,365
143,253,212,6,10,2010,310,365
95,45,212,6,14,2010,310,365
148,45,212,6,10,2010,310,365
102,36,212,4,15,2010,248,294
138,36,212,4,14,2010,248,294
138,36,212,6,14,2010,292,320
24,253,212,4,15,2010,248,294
24,253,212,6,15,2010,292,320
135,253,212,4,14,2010,248,294
135,253,212,4,14,2010,292,320
199,234,212,6,14,2010,310,365
102,36,212,4,15,2010,248,294
138,36,212,4,14,2010,248,294
143,253,212,4,15,2010,248,294
143,253,212,6,15,2010,292,320
143,253,212,6,10,2010,310,365
133,253,212,4,14,2010,248,294
133,253,212,6,14,2010,292,320
133,253,212,6,14,2010,310,365
24,253,212,4,15,2010,248,294
24,253,212,6,15,2010,292,320
24,253,212,6,14,2010,310,365
135,253,212,4,14,2010,248,294
135,253,212,6,14,2010,292,320
135,253,212,6,10,2010,310,365
135,213,212,4,15,2010,248,294
135,213,212,6,15,2010,292,320
138,36,212,4,14,2010,248,294
143,253,212,4,15,2010,248,294
156,213,212,6,14,2010,292,320
156,213,212,6,14,2010,310,365
95,253,212,4,15,2010,248,294
95,253,212,6,15,2010,292,320
143,253,212,6,14,2010,292,320
95,45,212,4,15,2010,248,294
95,45,212,6,15,2010,292,320
148,45,212,6,14,2010,292,320
102,36,212,4,15,2010,248,294
138,36,212,4,14,2010,248,294
135,253,212,6,14,2010,310,365
138,36,212,6,10,2010,310,365
143,253,212,4,15,2010,248,294
143,253,212,6,15,2010,292,320
143,253,212,6,14,2010,310,365
133,253,212,4,14,2010,248,294
133,253,212,6,14,2010,292,320
133,253,212,6,14,2010,310,365
24,253,212,6,15,2010,292,320
143,253,212,6,14,2010,292,320
95,45,212,4,15,2010,248,294
135,253,212,6,10,2010,310,365
135,213,212,6,15,2010,292,320
135,213,212,6,14,2010,310,365
156,213,212,6,14,2010,292,320
156,213,212,6,14,2010,310,365
95,253,212,6,15,2010,292,320
95,253,212,6,10,2010,310,365
143,253,212,6,14,2010,292,320
143,253,212,6,10,2010,310,365
95,45,212,6,15,2010,292,320
95,45,212,6,10,2010,310,365
148,45,212,6,14,2010,292,320
148,45,212,6,14,2010,310,365
82,207,240,4,20,2011,332,367
82,207,240,4,20,2011,332,367
79,207,240,4,20,2011,332,367
79,207,240,4,20,2011,332,367
82,207,240,4,21,2010,332,367
82,207,240,4,21,2010,332,367
79,207,240,4,21,2010,332,367
79,207,240,4,21,2010,332,367
135,2,219,6,12,2011,411,434
246,102,83,6,11,2011,470,443
183,40,67,8,22,2011,240,230
183,40,67,8,19,2011,300,300
183,40,67,8,16,2011,400,450
150,22,234,6,18,2010,228,221
150,22,234,7,18,2010,228,221
97,235,224,4,14,2011,215,235
97,235,224,5,9,2011,310,330
97,235,224,5,14,2011,390,407
113,235,224,5,13,2011,310,330
113,235,224,5,13,2011,390,407
97,235,224,5,9,2011,310,330
97,235,224,5,14,2011,390,407
113,235,224,5,13,2011,310,330
113,235,224,5,13,2011,390,407
97,235,224,5,14,2011,310,330
97,235,224,5,13,2011,390,407
97,235,224,5,13,2011,310,330
132,21,211,6,18,2012,230,200
132,21,211,6,18,2012,230,200
132,21,211,6,19,2012,300,300
142,21,211,6,18,2012,230,200
142,21,211,6,18,2012,230,200
142,21,211,6,20,2012,300,300
142,21,211,7,18,2012,300,300
137,184,24,6,17,2012,230,200
137,184,24,6,18,2012,230,200
137,184,24,6,17,2012,230,200
137,184,24,6,17,2012,230,200
185,6,31,5,26,2012,160,146
185,6,31,6,28,2012,160,146
185,6,31,6,27,2012,160,146
185,6,31,6,27,2012,160,146
45,150,57,6,18,2012,332,270
45,150,57,7,18,2012,332,270
45,150,57,7,18,2012,332,270
35,150,52,6,18,2012,332,270
35,52,52,6,18,2012,332,270
35,150,52,6,18,2012,332,270
35,150,52,7,19,2012,332,270
35,150,52,7,19,2012,332,270
33,28,229,6,25,2012,188,177
33,28,229,6,25,2012,188,177
119,122,254,6,28,2012,138,123
210,38,97,8,15,2012,429,376
210,38,97,8,15,2012,429,376
188,68,97,6,20,2012,276,248
188,68,97,6,20,2012,276,248
188,68,97,6,20,2012,175,169
188,68,97,6,20,2012,276,248
188,68,97,6,20,2012,276,248
188,68,97,6,20,2012,276,248
188,68,97,6,20,2012,175,169
188,68,97,6,20,2012,276,248
188,68,97,6,20,2012,175,169
168,125,209,6,10,2012,310,365
168,125,209,6,14,2012,310,365
168,125,209,6,14,2012,310,365
168,125,209,6,10,2012,310,365
181,245,209,6,14,2012,310,365
181,245,209,6,10,2012,310,365
181,245,209,6,10,2012,310,365
181,245,209,6,10,2012,310,365
168,125,209,6,9,2012,310,365
168,125,209,6,13,2012,310,365
168,125,209,6,9,2012,310,365
168,125,209,6,13,2012,310,365
196,245,209,6,9,2012,310,365
196,245,209,6,9,2012,310,365
196,245,209,6,9,2012,310,365
196,245,209,6,13,2012,310,365
110,186,57,5,16,2012,261,281
110,186,57,5,15,2012,261,281
110,186,57,5,16,2012,261,281
110,186,57,6,16,2012,261,281
110,186,57,5,15,2012,261,281
110,186,57,6,16,2012,261,281
110,186,57,5,15,2012,261,281
36,20,57,5,15,2012,266,288
52,20,57,5,14,2012,266,288
41,20,57,5,15,2012,266,288
52,20,57,5,14,2012,266,288
41,20,57,5,15,2012,266,288
52,20,57,5,14,2012,266,288
41,20,57,5,15,2012,266,288
52,20,57,5,14,2012,266,288
54,20,57,5,13,2012,310,388
214,233,153,6,17,2012,260,257
214,233,153,6,16,2012,260,257
214,233,153,6,16,2012,260,257
214,233,153,6,17,2012,260,257
172,164,236,7,20,2012,218,187
172,164,236,7,20,2012,218,187
172,164,236,7,19,2012,218,187
172,164,236,7,19,2012,328,269
188,164,236,7,18,2012,328,269
172,164,236,6,17,2012,328,269
111,42,31,7,19,2012,330,270
111,42,31,7,19,2012,330,270
127,42,31,7,18,2012,330,270
114,42,31,6,17,2012,330,270
167,155,247,6,21,2012,227,236
167,155,247,6,21,2012,227,236
115,95,21,5,22,2012,172,165
115,95,21,5,23,2012,158,141
168,155,222,5,13,2012,317,385
168,155,222,5,12,2012,317,385
189,155,222,5,12,2012,317,385
189,155,222,5,12,2012,317,385
168,155,222,5,13,2012,317,385
168,155,222,5,9,2012,317,385
189,155,222,5,12,2012,317,385
189,155,222,5,12,2012,317,385
168,155,222,5,13,2012,317,385
168,155,222,5,12,2012,317,385
189,155,222,5,12,2012,317,385
189,155,222,5,12,2012,317,385
145,228,8,6,21,2012,204,185
160,228,8,6,20,2012,204,185
145,228,8,6,19,2012,204,185
145,228,8,6,19,2012,306,277
145,228,8,6,18,2012,306,277
135,27,8,6,19,2012,204,185
135,22,8,6,19,2012,204,185
135,27,8,6,21,2012,204,185
135,53,24,8,16,2012,416,371
150,6,28,6,19,2012,268,248
195,196,83,8,16,2012,380,367
195,196,83,8,16,2012,380,367
195,60,83,8,16,2012,380,367
195,60,83,8,16,2012,380,367
214,221,191,6,19,2012,187,186
214,221,191,6,18,2012,266,245
214,221,191,6,19,2012,187,186
214,221,191,6,18,2012,266,245
214,221,191,6,17,2012,266,245
214,221,191,6,18,2012,266,245
214,221,191,6,18,2012,266,245
214,221,191,6,18,2012,266,245
214,221,191,6,17,2012,266,245
214,221,191,6,18,2012,266,245
214,221,191,6,18,2012,266,245
214,221,191,6,17,2012,266,245
103,17,228,8,21,2012,211,258
191,147,63,8,18,2012,372,328
180,17,63,8,18,2012,372,328
191,147,63,8,14,2012,500,463
62,102,50,6,18,2012,360,343
195,86,54,5,23,2012,177,161
195,86,54,5,23,2012,177,161
195,86,54,5,23,2012,177,161
195,86,54,5,23,2012,177,161
195,86,54,5,23,2012,190,162
195,86,54,5,23,2012,190,162
195,86,54,5,20,2012,271,254
195,86,54,5,23,2012,190,162
195,86,54,5,20,2012,271,254
152,243,57,5,23,2012,190,162
152,243,57,5,22,2012,190,162
184,162,93,6,18,2012,270,248
184,162,93,6,18,2012,270,248
152,243,57,5,23,2012,190,162
152,243,57,5,22,2012,190,162
152,243,57,5,22,2012,190,162
152,243,57,6,17,2012,271,251
152,243,57,5,19,2012,271,254
117,47,59,7,17,2012,325,267
119,65,59,6,16,2012,325,267
114,93,31,7,19,2012,348,276
114,93,31,6,17,2012,348,276
195,153,102,6,11,2012,552,354
36,22,11,7,17,2012,297,253
36,22,11,7,17,2012,297,253
36,22,11,7,17,2012,297,253
36,22,11,7,17,2012,297,253
142,251,135,7,16,2012,303,262
142,251,135,7,16,2012,303,262
142,251,135,7,14,2012,390,369
133,170,237,7,14,2012,400,413
133,170,237,7,14,2012,400,413
8,210,133,5,12,2012,290,260
8,210,133,5,12,2012,290,260
8,210,133,5,16,2012,290,260
8,210,133,6,14,2012,360,390
8,210,133,5,16,2012,290,260
8,210,133,6,13,2012,360,390
8,210,133,6,14,2012,360,390
8,210,133,6,13,2012,360,390
8,210,133,5,12,2012,290,260
8,210,133,6,14,2012,360,390
8,210,133,5,16,2012,290,260
8,210,133,6,13,2012,360,390
193,251,166,5,12,2012,465,465
193,212,151,5,17,2012,290,260
193,212,151,5,17,2012,290,260
193,212,151,5,13,2012,290,260
193,212,151,5,16,2012,290,260
193,212,151,5,16,2012,290,260
193,212,151,5,16,2012,290,260
193,212,151,5,17,2012,290,260
193,212,151,5,12,2012,290,260
24,215,133,5,17,2012,270,278
24,215,133,5,17,2012,270,278
92,215,133,5,17,2012,270,278
24,215,133,5,17,2012,270,278
24,215,133,5,17,2012,270,278
195,109,158,5,29,2012,100,98
195,109,158,5,29,2012,100,98
195,109,158,4,28,2012,100,98
195,109,158,4,28,2012,100,98
163,89,237,6,14,2012,310,327
163,89,237,6,13,2012,381,401
163,89,237,6,13,2012,310,327
163,89,237,6,13,2012,381,401
163,89,237,6,13,2012,381,401
163,89,237,6,13,2012,381,401
163,89,237,6,13,2012,381,401
163,89,237,6,13,2012,381,401
190,237,219,5,25,2012,148,135
190,237,219,5,25,2012,148,135
190,237,219,5,24,2012,148,135
190,237,219,6,27,2012,155,148
190,237,219,6,28,2012,155,148
190,237,219,6,28,2012,155,148
190,237,219,6,20,2012,167,168
190,242,219,5,22,2012,167,168
203,213,113,5,16,2012,370,395
203,213,113,5,15,2012,370,395
130,80,16,6,18,2012,200,207
130,80,16,6,22,2012,200,207
130,80,16,6,21,2012,200,207
130,80,16,6,22,2012,200,207
130,80,16,6,21,2012,200,207
130,80,16,6,22,2012,200,207
130,80,16,6,21,2012,200,207
170,157,130,5,18,2012,305,268
170,157,130,5,15,2012,376,410
170,157,130,6,16,2012,376,410
170,157,130,5,14,2012,470,470
170,157,130,6,14,2012,470,470
203,28,57,4,21,2012,173,166
203,28,57,6,20,2012,173,166
203,28,57,6,14,2012,283,260
203,28,57,6,14,2012,283,260
254,62,211,5,24,2012,158,141
254,62,211,5,24,2012,158,141
172,19,242,5,24,2012,115,125
172,19,242,6,23,2012,115,125
172,19,242,5,23,2012,170,177
172,19,242,6,24,2012,170,177
172,19,242,5,23,2012,170,177
172,19,242,6,24,2012,170,177
172,19,242,6,30,2012,140,236
172,19,242,6,22,2012,200,207
172,19,242,6,24,2012,170,177
223,204,244,5,23,2012,170,177
223,204,244,6,24,2012,170,177
223,204,244,6,24,2012,170,177
223,204,244,6,30,2012,140,236
137,190,62,6,21,2012,200,207
137,190,62,6,21,2012,200,207
137,190,62,6,17,2012,280,265
190,153,219,6,27,2012,155,148
190,153,219,6,28,2012,155,148
190,153,219,6,28,2012,155,148
190,153,219,6,20,2012,167,168
190,153,219,5,22,2012,167,168
180,159,234,6,18,2012,263,280
188,31,206,6,17,2012,283,260
188,31,206,6,12,2012,283,260
188,31,206,6,12,2012,283,260
188,31,206,6,12,2012,283,260
188,31,206,6,17,2012,283,260
220,155,183,5,22,2012,167,158
220,155,183,6,21,2012,167,158
220,155,183,6,21,2012,167,158
220,155,183,6,21,2012,167,158
220,155,183,6,21,2012,167,158
220,155,183,6,21,2012,167,158
155,22,41,4,19,2012,173,166
155,22,41,4,19,2012,173,166
229,22,41,6,13,2012,283,260
229,22,41,6,16,2012,283,260
183,22,41,6,13,2012,283,260
186,22,41,6,16,2012,283,260
188,22,41,6,17,2012,283,260
186,22,41,6,16,2012,283,260
191,221,143,6,17,2012,273,270
191,221,143,6,16,2012,273,270
191,221,143,6,17,2012,273,270
191,221,143,6,16,2012,273,270
191,221,143,6,17,2012,273,270
191,221,143,6,16,2012,273,270
180,176,239,6,25,2012,156,144
180,176,239,6,26,2012,156,144
180,176,239,6,26,2012,156,144
180,176,239,6,23,2012,173,168
119,128,229,6,24,2012,156,144
119,128,229,6,25,2012,156,144
119,128,229,6,22,2012,173,168
119,128,229,6,23,2012,173,168
180,244,239,6,26,2012,156,144
180,244,239,6,23,2012,173,168
155,151,216,5,28,2012,140,128
155,151,216,5,28,2012,140,128
155,151,216,5,28,2012,140,128
155,151,216,5,28,2012,140,128
174,235,38,6,24,2012,200,186
174,235,38,6,24,2012,200,186
174,235,38,6,24,2012,200,186
174,235,38,6,22,2012,274,269
174,235,38,6,22,2012,274,269
175,206,183,6,30,2012,138,123
175,206,183,6,30,2012,138,123
175,206,183,6,30,2012,138,123
175,206,183,6,30,2012,138,123
74,23,249,6,27,2012,138,123
74,23,249,6,27,2012,138,123
74,23,249,6,26,2012,164,148
74,23,249,6,26,2012,164,148
74,23,249,6,26,2012,164,148
205,2,41,5,22,2012,170,177
205,2,41,5,22,2012,170,177
205,2,41,6,22,2012,170,177
205,2,41,6,22,2012,170,177
205,2,41,6,22,2012,170,177
205,2,41,6,31,2012,140,236
196,187,148,8,16,2012,280,265
196,187,148,8,16,2012,280,265
196,187,148,8,16,2012,280,265
196,187,148,8,19,2012,225,406
196,187,148,8,19,2012,225,406
196,187,148,8,19,2012,225,406
196,187,148,8,20,2012,380,425
239,233,194,6,17,2012,288,270
239,233,194,6,17,2012,288,270
239,233,194,6,17,2012,288,270
239,233,194,6,17,2012,288,270
239,233,194,6,16,2012,288,270
239,233,194,6,16,2012,288,270
239,233,194,6,16,2012,288,270
239,233,194,6,16,2012,288,270
239,233,194,6,17,2012,288,270
239,233,194,6,16,2012,288,270
148,98,194,6,22,2012,182,172
148,98,194,6,20,2012,182,172
148,98,194,6,22,2012,182,172
148,98,194,6,20,2012,182,172
148,98,194,6,22,2012,182,172
148,98,194,6,20,2012,182,172
148,98,194,6,22,2012,182,172
148,98,194,6,20,2012,182,172
148,98,194,6,12,2012,264,222
148,98,194,6,12,2012,264,222
148,98,194,6,12,2012,264,222
148,98,194,6,16,2012,264,222
148,98,194,6,12,2012,264,222
148,98,194,6,12,2012,264,222
161,10,214,6,15,2012,320,335
161,10,214,6,15,2012,320,335
161,10,214,6,11,2012,320,335
161,10,214,6,11,2012,320,335
158,16,217,6,15,2012,320,335
158,16,217,6,15,2012,320,335
158,16,217,6,15,2012,320,335
158,16,217,6,15,2012,320,335
158,16,217,6,10,2012,352,382
158,16,217,6,10,2012,352,382
158,16,217,6,10,2012,352,382
155,151,216,5,28,2012,140,128
155,151,216,5,28,2012,140,128
155,151,216,6,22,2012,201,170
193,212,151,6,13,2012,360,390
155,151,216,5,29,2012,140,128
193,212,151,6,13,2012,360,390
161,10,214,4,20,2012,332,367
161,10,214,4,20,2012,332,367
193,212,151,5,12,2012,290,260
193,212,151,5,17,2012,290,260
193,212,151,6,13,2012,360,390
167,155,247,5,21,2012,227,236
167,155,247,5,21,2012,227,236
119,230,44,5,18,2012,227,236
77,60,219,4,10,2012,310,334
77,60,219,4,13,2012,310,334
77,60,219,4,13,2012,310,334
77,60,219,4,13,2012,310,334
22,60,219,6,11,2012,280,295
22,60,219,6,11,2012,324,373
22,60,219,6,8,2012,280,295
22,60,219,6,8,2012,324,373
22,60,219,6,8,2012,280,295
22,60,219,6,8,2012,324,373
22,60,219,6,8,2012,280,295
22,60,219,6,8,2012,324,373
117,105,216,5,28,2012,140,128
117,105,216,5,28,2012,140,128
117,105,216,5,28,2012,140,128
117,105,216,5,28,2012,140,128
117,105,216,5,28,2012,140,128
117,105,216,5,28,2012,140,128
117,105,216,5,28,2012,140,128
117,120,216,6,22,2012,201,170
200,105,249,5,23,2012,170,177
200,105,249,6,24,2012,170,177
200,105,249,6,30,2012,140,236
200,105,249,6,24,2012,170,177
200,105,249,6,30,2012,140,236
180,115,242,6,19,2012,256,243
115,95,21,5,23,2012,172,165
142,179,90,6,18,2012,318,275
142,179,90,6,18,2012,318,275
142,179,90,6,18,2012,318,275
142,179,90,6,18,2012,318,275
142,179,90,6,18,2012,318,275
142,179,90,6,18,2012,318,275
180,97,5,6,16,2012,385,380
180,97,5,6,16,2012,385,380
180,97,5,6,15,2012,470,424
180,97,5,6,15,2012,470,424
168,2,62,6,16,2012,385,380
168,2,62,6,15,2012,385,380
168,2,62,6,15,2012,470,424
168,2,62,6,15,2012,470,424
168,2,62,6,15,2012,510,461
168,2,62,6,15,2012,510,461
193,251,49,6,16,2012,270,223
193,251,49,6,18,2012,270,223
193,251,49,6,18,2012,270,223
193,251,49,6,16,2012,270,223
193,251,49,6,18,2012,270,223
193,251,49,6,18,2012,318,275
193,251,49,6,18,2012,318,275
193,251,49,6,18,2012,318,275
193,251,49,6,18,2012,318,275
193,251,49,6,18,2012,270,223
193,212,151,6,13,2012,360,390
32,186,240,6,15,2012,550,502
42,186,240,6,16,2012,385,380
42,186,240,6,15,2012,510,461
49,186,240,6,16,2012,385,380
49,186,240,6,15,2012,510,461
11,141,44,4,15,2012,210,235
11,141,44,4,15,2012,210,235
11,141,44,4,16,2012,210,235
11,141,44,4,15,2012,210,235
11,141,44,4,15,2012,210,235
11,141,44,4,16,2012,210,235
11,141,44,4,16,2012,210,235
193,12,49,6,18,2012,270,223
193,12,49,6,18,2012,270,223
193,12,49,6,18,2012,270,223
193,12,49,6,18,2012,270,223
193,12,49,6,18,2012,318,275
193,12,49,6,18,2012,318,275
193,12,49,6,18,2012,318,275
193,12,49,6,18,2012,318,275
132,134,105,5,18,2012,271,254
142,179,90,6,14,2012,556,551
142,179,90,6,12,2012,556,551
247,200,105,6,16,2012,240,236
247,200,105,6,16,2012,240,236
132,134,105,5,18,2012,271,254
66,230,69,6,18,2012,240,236
175,251,49,6,14,2012,556,551
175,251,49,6,12,2012,556,551
175,19,97,6,18,2012,240,236
132,134,105,5,18,2012,271,254
180,115,242,6,19,2012,256,243
214,23,161,6,17,2012,283,260
214,23,161,6,12,2012,283,260
214,23,161,6,17,2012,283,260
214,23,161,6,17,2012,283,260
188,115,242,6,21,2012,200,207
188,115,242,6,21,2012,200,207
193,212,151,6,14,2012,360,390
193,212,151,6,14,2012,360,390
193,212,151,6,14,2012,360,390
193,212,151,6,14,2012,360,390
167,155,247,6,21,2012,227,236
167,155,247,6,21,2012,227,236
167,155,247,6,21,2012,227,236
167,155,247,6,21,2012,227,236
167,155,247,5,21,2012,227,236
167,155,247,5,21,2012,227,236
167,155,247,5,21,2012,227,236
167,155,247,5,21,2012,227,236
119,230,44,5,18,2012,227,236
119,230,44,5,18,2012,227,236
175,19,97,6,19,2012,240,236
175,19,97,6,19,2012,240,236
175,19,97,6,19,2012,240,236
175,19,97,6,17,2012,300,325
175,19,97,6,17,2012,300,325
175,19,97,6,17,2012,325,354
175,19,97,6,17,2012,325,354
188,115,242,6,21,2012,200,207
188,115,242,6,21,2012,200,207
160,62,221,5,22,2012,172,165
127,62,221,5,23,2012,172,165
127,62,221,5,23,2012,158,141
127,62,221,5,23,2012,172,165
127,62,221,5,23,2012,158,141
205,181,16,5,22,2012,170,177
205,181,16,6,22,2012,170,177
205,181,16,6,21,2012,200,207
193,12,49,6,14,2012,556,551
193,12,49,6,12,2012,556,551
34,41,79,5,17,2012,285,260
34,41,79,6,17,2012,285,260
34,41,79,6,17,2012,285,260
34,41,79,5,17,2012,285,260
34,41,79,5,17,2012,285,260
34,41,79,5,17,2012,285,260
34,41,79,5,17,2012,285,260
34,41,79,6,17,2012,285,260
34,41,79,6,17,2012,285,260
34,41,79,6,17,2012,285,260
132,225,118,6,12,2012,308,265
132,225,118,6,17,2012,308,265
132,225,118,6,12,2012,308,265
132,225,118,6,17,2012,308,265
132,225,118,6,16,2012,308,265
132,225,118,6,12,2012,308,265
132,225,118,6,16,2012,308,265
77,60,219,4,15,2012,195,260
77,60,219,4,13,2012,310,334
77,60,219,4,13,2012,310,334
34,41,79,6,17,2012,285,260
34,41,79,5,17,2012,285,260
66,230,69,6,19,2012,240,236
66,230,69,6,17,2012,300,325
66,230,69,6,19,2012,240,236
66,230,69,6,19,2012,240,236
66,230,69,6,17,2012,300,325
114,12,247,6,18,2012,230,200
114,12,247,6,18,2012,230,200
114,12,247,6,17,2012,230,200
