mpg,Length,Width,Number of Forward Gears,Year,Car Height,Horsepower,Torque,
14,208,237,6,2010,133,381,401,
13,208,237,6,2010,143,381,401,
13,208,237,6,2010,143,381,401,
15,176,237,5,2010,133,236,266,
15,176,237,6,2010,133,310,327,
14,176,237,6,2010,143,310,327,
14,176,237,6,2010,133,381,401,
13,176,237,6,2010,143,381,401,
13,176,237,6,2010,143,381,401,
15,176,237,5,2010,133,236,266,
15,176,237,6,2010,133,310,327,
14,176,237,6,2010,143,310,327,
14,176,237,6,2010,133,381,401,
13,176,237,6,2010,143,381,401,
13,176,237,6,2010,143,381,401,
15,122,237,6,2010,133,310,327,
14,122,237,6,2010,143,310,327,
14,122,237,6,2010,133,381,401,
13,122,237,6,2010,143,381,401,
10,122,237,6,2010,143,381,401,
15,176,237,6,2010,133,310,327,
14,176,237,6,2010,143,310,327,
14,176,237,6,2010,133,381,401,
13,176,237,6,2010,143,381,401,
10,176,237,6,2010,143,381,401,
15,176,237,6,2010,128,310,327,
14,176,237,6,2010,138,310,327,
14,176,237,6,2010,128,381,401,
13,176,237,6,2010,138,381,401,
10,176,237,6,2010,138,381,401,
15,176,237,6,2010,128,310,327,
14,176,237,6,2010,138,310,327,
14,176,237,6,2010,128,381,401,
13,176,237,6,2010,138,381,401,
13,176,237,6,2010,138,381,401,
13,128,224,4,2011,44,225,286,
9,128,224,4,2011,44,255,350,
10,116,224,4,2011,50,225,286,
9,116,224,4,2011,50,255,350,
13,128,224,4,2011,44,225,286,
9,128,224,4,2011,44,255,350,
18,227,203,5,2010,195,265,244,
18,227,203,5,2010,195,265,244,
13,72,227,5,2011,102,317,385,
12,72,227,5,2011,140,317,385,
13,72,227,5,2011,102,317,385,
12,72,227,5,2011,140,317,385,
12,72,227,5,2011,153,317,385,
13,72,227,5,2011,105,317,385,
12,72,227,5,2011,146,317,385,
13,72,227,5,2011,105,317,385,
13,58,227,5,2011,105,317,385,
12,72,227,5,2011,146,317,385,
12,58,227,5,2011,146,317,385,
12,72,227,5,2011,161,317,385,
13,72,227,5,2011,115,317,385,
12,72,227,5,2011,156,317,385,
13,72,227,5,2011,102,317,385,
12,72,227,5,2011,140,317,385,
15,173,29,4,2010,206,210,235,
14,173,29,4,2010,206,210,235,
15,173,29,4,2010,208,210,235,
14,173,29,5,2010,208,302,329,
14,173,29,4,2010,206,210,235,
14,173,29,5,2010,206,302,329,
15,173,29,4,2010,206,210,235,
14,173,29,5,2010,206,302,329,
14,173,29,4,2010,206,210,235,
9,173,29,5,2010,206,302,329,
15,173,29,4,2010,208,210,235,
14,173,29,5,2010,208,302,329,
14,173,29,4,2010,206,210,235,
14,173,29,5,2010,206,302,329,
19,62,3,5,2011,195,265,244,
19,62,3,5,2011,195,265,244,
18,62,203,5,2010,195,265,244,
18,62,203,5,2010,195,265,244,
15,215,240,6,2011,82,315,338,
14,215,240,4,2011,82,302,305,
10,215,240,4,2011,82,302,305,
13,215,240,6,2011,82,403,417,
11,215,240,6,2011,82,315,338,
11,215,240,6,2011,82,315,338,
9,215,240,6,2011,82,403,417,
13,215,240,4,2011,79,302,305,
15,215,240,6,2011,79,315,338,
13,207,240,4,2011,79,302,305,
10,215,240,4,2011,79,302,305,
12,215,240,6,2011,79,403,417,
15,215,240,6,2011,79,315,338,
9,215,240,6,2011,79,403,417,
18,126,29,5,2011,226,256,247,
18,126,29,5,2011,226,256,247,
10,215,237,4,2011,85,302,305,
11,215,237,6,2011,85,315,338,
14,215,237,4,2011,85,302,305,
10,215,237,4,2011,85,302,305,
9,215,237,6,2011,85,403,417,
15,215,237,6,2011,85,315,338,
9,215,237,6,2011,85,403,417,
10,215,237,4,2011,96,302,305,
11,215,237,6,2011,79,315,338,
10,215,237,4,2011,79,302,305,
10,215,237,4,2011,79,302,305,
9,215,237,6,2011,79,403,417,
15,215,237,6,2011,79,315,338,
12,215,237,6,2011,79,403,417,
11,185,237,6,2011,77,315,338,
15,185,237,6,2011,77,315,338,
15,185,237,6,2011,77,315,338,
11,185,237,6,2011,77,315,338,
15,185,237,6,2011,77,315,338,
15,185,237,6,2011,77,315,338,
13,72,227,5,2011,102,317,385,
9,72,227,5,2011,140,317,385,
9,72,227,5,2011,153,317,385,
13,72,227,5,2011,105,317,385,
12,72,227,5,2011,146,317,385,
13,72,227,5,2011,105,317,385,
13,58,227,5,2011,105,317,385,
12,72,227,5,2011,146,317,385,
12,58,227,5,2011,146,317,385,
12,72,227,5,2011,161,317,385,
13,72,227,5,2011,115,317,385,
12,72,227,5,2011,156,317,385,
14,102,237,4,2010,77,302,305,
11,102,237,6,2010,77,315,335,
10,102,237,4,2010,77,302,305,
11,102,237,6,2010,77,315,335,
14,102,237,4,2010,82,195,260,
13,102,237,4,2010,82,302,305,
11,102,237,6,2010,82,315,335,
10,102,237,4,2010,82,302,305,
11,102,237,6,2010,82,315,335,
15,70,237,4,2010,74,195,260,
14,70,237,4,2010,74,302,305,
11,70,237,6,2010,74,315,335,
14,70,237,4,2010,74,302,305,
11,70,237,6,2010,74,315,335,
14,70,237,4,2010,82,195,260,
10,70,237,4,2010,82,302,305,
15,70,237,6,2010,82,315,335,
10,70,237,4,2010,82,302,305,
11,70,237,6,2010,82,315,335,
13,128,224,4,2012,105,225,286,
12,128,224,4,2012,105,255,350,
13,116,224,4,2012,111,225,286,
12,116,224,4,2012,111,255,350,
9,128,224,4,2012,105,225,286,
12,128,224,4,2012,105,255,350,
9,116,224,4,2012,111,225,286,
12,116,224,4,2012,111,255,350,
11,215,240,6,2010,82,315,335,
14,215,240,4,2010,82,302,305,
14,215,240,4,2010,82,302,305,
15,215,240,6,2010,82,315,335,
13,215,240,6,2010,82,403,417,
15,215,240,6,2010,82,315,335,
15,215,240,6,2010,82,315,335,
13,215,240,6,2010,82,403,417,
10,215,240,4,2010,79,302,305,
15,215,240,6,2010,79,315,335,
10,215,240,4,2010,79,302,305,
10,215,240,4,2010,79,302,305,
15,215,240,6,2010,79,315,335,
12,215,240,6,2010,79,403,417,
11,215,240,6,2010,79,315,335,
12,215,240,6,2010,79,403,417,
13,128,224,4,2011,105,225,286,
9,128,224,4,2011,105,255,350,
13,116,224,4,2011,111,225,286,
9,116,224,4,2011,111,255,350,
13,128,224,4,2011,105,225,286,
9,128,224,4,2011,105,255,350,
10,116,224,4,2011,111,225,286,
9,116,224,4,2011,111,255,350,
10,215,237,4,2010,85,302,305,
11,215,237,6,2010,85,315,335,
14,215,237,4,2010,85,302,305,
14,215,237,4,2010,85,302,305,
11,215,237,6,2010,85,315,335,
13,215,237,6,2010,85,403,417,
15,215,237,6,2010,85,315,335,
13,215,237,6,2010,85,403,417,
10,215,237,4,2010,79,302,305,
15,215,237,6,2010,79,315,335,
13,215,237,4,2010,79,302,305,
10,215,237,4,2010,79,302,305,
15,215,237,6,2010,79,315,335,
9,215,237,6,2010,79,403,417,
15,215,237,6,2010,79,315,335,
12,215,237,6,2010,79,403,417,
11,185,237,6,2010,77,315,335,
15,185,237,6,2010,77,315,335,
15,185,237,6,2010,77,315,335,
15,185,237,6,2010,77,315,335,
11,185,237,6,2010,77,315,335,
15,185,237,6,2010,77,315,335,
12,128,224,4,2012,77,255,350,
10,128,224,5,2012,77,305,420,
9,116,224,4,2012,75,255,350,
10,116,224,5,2012,75,305,420,
12,128,224,4,2012,77,255,350,
10,128,224,5,2012,77,305,420,
12,116,224,4,2012,75,255,350,
10,116,224,5,2012,75,305,420,
12,128,224,4,2011,77,255,350,
10,128,224,5,2011,77,305,420,
9,116,224,4,2011,75,255,350,
10,116,224,5,2011,75,305,420,
9,128,224,4,2011,77,255,350,
10,128,224,5,2011,77,305,420,
9,116,224,4,2011,75,255,350,
10,116,224,5,2011,75,305,420,
13,72,227,5,2010,102,317,385,
13,72,227,5,2010,102,317,385,
12,72,227,5,2010,140,317,385,
12,72,227,5,2010,140,317,385,
13,72,227,5,2010,102,317,385,
9,72,227,5,2010,102,317,385,
12,72,227,5,2010,140,317,385,
9,72,227,5,2010,140,317,385,
12,72,227,5,2010,153,317,385,
12,72,227,5,2010,153,317,385,
13,72,227,5,2010,105,317,385,
9,72,227,5,2010,105,317,385,
12,72,227,5,2010,146,317,385,
12,72,227,5,2010,146,317,385,
13,72,227,5,2010,105,317,385,
13,72,227,5,2010,105,317,385,
13,58,227,5,2010,105,317,385,
9,58,227,5,2010,105,317,385,
12,72,227,5,2010,146,317,385,
9,72,227,5,2010,146,317,385,
12,58,227,5,2010,146,317,385,
9,58,227,5,2010,146,317,385,
12,72,227,5,2010,161,317,385,
12,72,227,5,2010,161,317,385,
9,72,227,5,2010,153,317,385,
9,72,227,5,2010,115,317,385,
12,72,227,5,2010,156,317,385,
12,72,227,5,2010,156,317,385,
18,126,29,6,2010,226,265,258,
18,126,29,5,2010,226,256,247,
18,126,29,5,2010,226,256,247,
18,172,29,5,2011,132,256,247,
18,172,29,5,2011,132,256,247,
18,172,29,5,2010,132,256,247,
18,172,29,5,2010,132,256,247,
13,72,227,5,2012,102,317,385,
12,72,227,5,2012,140,317,385,
13,72,227,5,2012,102,317,385,
12,72,227,5,2012,140,317,385,
12,72,227,5,2012,153,317,385,
13,72,227,5,2012,105,317,385,
12,72,227,5,2012,146,317,385,
13,72,227,5,2012,105,317,385,
13,58,227,5,2012,105,317,385,
12,72,227,5,2012,146,317,385,
12,58,227,5,2012,146,317,385,
12,72,227,5,2012,153,317,385,
13,72,227,5,2012,115,317,385,
12,72,227,5,2012,156,317,385,
14,188,224,4,2011,102,210,235,
13,188,224,5,2011,102,390,407,
14,188,224,5,2011,102,390,407,
9,188,224,5,2011,102,310,330,
14,188,224,5,2011,102,390,407,
8,188,224,5,2011,118,310,330,
13,188,224,5,2011,118,390,407,
13,188,224,5,2011,118,390,407,
13,188,224,5,2011,118,310,330,
13,188,224,5,2011,118,390,407,
14,184,224,5,2011,115,390,407,
14,184,224,5,2011,115,310,330,
14,184,224,5,2011,115,390,407,
9,184,224,5,2011,115,310,330,
14,184,224,5,2011,115,390,407,
13,184,224,5,2011,130,390,407,
13,184,224,5,2011,130,310,330,
13,184,224,5,2011,130,390,407,
13,184,224,5,2011,130,310,330,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,390,407,
14,184,224,5,2011,115,390,407,
9,184,224,5,2011,115,310,330,
14,184,224,5,2011,115,390,407,
13,184,224,5,2011,107,390,407,
13,184,224,5,2011,107,390,407,
13,184,224,5,2011,107,310,330,
13,184,224,5,2011,107,390,407,
13,184,224,5,2011,130,310,330,
15,253,212,6,2011,135,360,380,
16,253,212,6,2011,135,365,420,
11,253,212,6,2011,95,360,380,
16,253,212,6,2011,95,365,420,
11,45,212,6,2011,95,360,380,
16,45,212,6,2011,95,365,420,
14,253,212,6,2011,135,360,380,
15,253,212,6,2011,135,365,420,
14,253,212,6,2011,143,360,380,
15,253,212,6,2011,143,365,420,
14,45,212,6,2011,148,360,380,
15,45,212,6,2011,148,365,420,
15,45,212,6,2011,95,360,380,
16,45,212,6,2011,95,365,420,
14,45,212,6,2011,148,360,380,
15,45,212,6,2011,148,365,420,
15,253,212,6,2011,95,360,380,
16,253,212,6,2011,95,365,420,
14,253,212,6,2011,143,360,380,
15,253,212,6,2011,143,365,420,
11,253,212,6,2011,135,360,380,
10,253,212,6,2011,135,360,380,
10,253,212,6,2011,135,360,380,
15,253,212,6,2011,135,365,420,
15,253,212,6,2011,95,360,380,
16,253,212,6,2011,95,365,420,
13,253,212,6,2011,95,411,434,
10,253,212,6,2011,143,360,380,
15,253,212,6,2011,143,365,420,
12,253,212,6,2011,143,411,434,
11,45,212,6,2011,95,360,380,
11,253,212,6,2011,95,360,380,
16,253,212,6,2011,95,365,420,
15,45,212,6,2011,148,365,420,
11,253,212,6,2011,95,360,380,
16,253,212,6,2011,95,365,420,
13,253,212,6,2011,95,411,434,
10,253,212,6,2011,143,360,380,
15,253,212,6,2011,143,365,420,
12,253,212,6,2011,143,411,434,
15,45,212,6,2011,95,360,380,
16,45,212,6,2011,95,365,420,
14,253,212,6,2011,143,360,380,
15,253,212,6,2011,143,365,420,
12,36,212,6,2011,102,302,278,
15,36,212,6,2011,102,360,380,
16,36,212,6,2011,138,302,278,
10,36,212,6,2011,138,360,380,
12,253,212,6,2011,135,302,278,
15,253,212,6,2011,135,360,380,
16,253,212,6,2011,135,302,278,
10,253,212,6,2011,135,360,380,
12,234,144,6,2011,199,411,434,
12,7,144,6,2011,199,411,434,
17,36,212,6,2011,102,302,278,
15,36,212,6,2011,102,360,380,
16,36,212,6,2011,138,302,278,
10,36,212,6,2011,138,360,380,
17,253,212,6,2011,143,365,420,
15,253,212,6,2011,143,360,380,
16,253,212,6,2011,143,365,420,
16,253,212,6,2011,133,302,278,
10,253,212,6,2011,133,360,380,
15,253,212,6,2011,133,365,420,
12,253,212,6,2011,135,302,278,
15,253,212,6,2011,135,360,380,
16,253,212,6,2011,135,365,420,
16,253,212,6,2011,135,302,278,
14,253,212,6,2011,135,360,380,
12,36,212,6,2011,102,302,278,
11,36,212,6,2011,102,360,380,
15,213,212,6,2011,135,360,380,
16,213,212,6,2011,135,365,420,
16,213,212,6,2011,156,302,278,
10,213,212,6,2011,156,360,380,
15,213,212,6,2011,156,365,420,
12,253,212,6,2011,95,302,278,
17,253,212,6,2011,135,302,278,
10,253,212,6,2011,143,360,380,
15,253,212,6,2011,143,365,420,
15,45,212,6,2011,95,360,380,
14,45,212,6,2011,148,360,380,
17,45,212,6,2011,102,302,278,
11,45,212,6,2011,102,360,380,
16,36,212,6,2011,138,302,278,
10,36,212,6,2011,138,360,380,
12,253,212,6,2011,143,302,278,
11,253,212,6,2011,143,360,380,
16,253,212,6,2011,143,365,420,
14,213,212,6,2011,156,360,380,
10,253,212,6,2011,133,360,380,
15,253,212,6,2011,133,365,420,
12,253,212,6,2011,135,302,278,
11,253,212,6,2011,135,360,380,
16,253,212,6,2011,135,365,420,
16,253,212,6,2011,135,302,278,
10,253,212,6,2011,135,360,380,
15,253,212,6,2011,135,365,420,
12,213,212,6,2011,135,302,278,
15,213,212,6,2011,135,360,380,
16,213,212,6,2011,135,365,420,
14,213,212,6,2011,156,360,380,
15,213,212,6,2011,156,365,420,
17,253,212,6,2011,95,302,278,
11,253,212,6,2011,95,360,380,
16,253,212,6,2011,95,365,420,
10,253,212,6,2011,143,360,380,
15,253,212,6,2011,143,365,420,
15,45,212,6,2011,95,360,380,
16,45,212,6,2011,95,365,420,
14,45,212,6,2011,148,360,380,
15,45,212,6,2011,148,365,420,
13,253,212,6,2011,95,411,434,
12,253,212,6,2011,143,411,434,
13,253,212,6,2011,95,411,434,
14,253,212,6,2010,135,310,365,
10,253,212,6,2010,143,310,365,
10,45,212,6,2010,148,310,365,
10,253,212,6,2010,24,310,365,
14,253,212,6,2010,135,310,365,
10,253,212,6,2010,95,310,365,
10,253,212,6,2010,143,310,365,
14,45,212,6,2010,95,310,365,
10,45,212,6,2010,148,310,365,
15,36,212,4,2010,102,248,294,
14,36,212,4,2010,138,248,294,
14,36,212,6,2010,138,292,320,
15,253,212,4,2010,24,248,294,
15,253,212,6,2010,24,292,320,
14,253,212,4,2010,135,248,294,
14,253,212,4,2010,135,292,320,
14,234,212,6,2010,199,310,365,
15,36,212,4,2010,102,248,294,
14,36,212,4,2010,138,248,294,
15,253,212,4,2010,143,248,294,
15,253,212,6,2010,143,292,320,
10,253,212,6,2010,143,310,365,
14,253,212,4,2010,133,248,294,
14,253,212,6,2010,133,292,320,
14,253,212,6,2010,133,310,365,
15,253,212,4,2010,24,248,294,
15,253,212,6,2010,24,292,320,
14,253,212,6,2010,24,310,365,
14,253,212,4,2010,135,248,294,
14,253,212,6,2010,135,292,320,
10,253,212,6,2010,135,310,365,
15,213,212,4,2010,135,248,294,
15,213,212,6,2010,135,292,320,
14,36,212,4,2010,138,248,294,
15,253,212,4,2010,143,248,294,
14,213,212,6,2010,156,292,320,
14,213,212,6,2010,156,310,365,
15,253,212,4,2010,95,248,294,
15,253,212,6,2010,95,292,320,
14,253,212,6,2010,143,292,320,
15,45,212,4,2010,95,248,294,
15,45,212,6,2010,95,292,320,
14,45,212,6,2010,148,292,320,
15,36,212,4,2010,102,248,294,
14,36,212,4,2010,138,248,294,
14,253,212,6,2010,135,310,365,
10,36,212,6,2010,138,310,365,
15,253,212,4,2010,143,248,294,
15,253,212,6,2010,143,292,320,
14,253,212,6,2010,143,310,365,
14,253,212,4,2010,133,248,294,
14,253,212,6,2010,133,292,320,
14,253,212,6,2010,133,310,365,
15,253,212,6,2010,24,292,320,
14,253,212,6,2010,143,292,320,
15,45,212,4,2010,95,248,294,
10,253,212,6,2010,135,310,365,
15,213,212,6,2010,135,292,320,
14,213,212,6,2010,135,310,365,
14,213,212,6,2010,156,292,320,
14,213,212,6,2010,156,310,365,
15,253,212,6,2010,95,292,320,
10,253,212,6,2010,95,310,365,
14,253,212,6,2010,143,292,320,
10,253,212,6,2010,143,310,365,
15,45,212,6,2010,95,292,320,
10,45,212,6,2010,95,310,365,
14,45,212,6,2010,148,292,320,
14,45,212,6,2010,148,310,365,
20,207,240,4,2011,82,332,367,
20,207,240,4,2011,82,332,367,
20,207,240,4,2011,79,332,367,
20,207,240,4,2011,79,332,367,
21,207,240,4,2010,82,332,367,
21,207,240,4,2010,82,332,367,
21,207,240,4,2010,79,332,367,
21,207,240,4,2010,79,332,367,
12,2,219,6,2011,135,411,434,
11,102,83,6,2011,246,470,443,
22,40,67,8,2011,183,240,230,
19,40,67,8,2011,183,300,300,
16,40,67,8,2011,183,400,450,
18,22,234,6,2010,150,228,221,
18,22,234,7,2010,150,228,221,
14,235,224,4,2011,97,215,235,
9,235,224,5,2011,97,310,330,
14,235,224,5,2011,97,390,407,
13,235,224,5,2011,113,310,330,
13,235,224,5,2011,113,390,407,
9,235,224,5,2011,97,310,330,
14,235,224,5,2011,97,390,407,
13,235,224,5,2011,113,310,330,
13,235,224,5,2011,113,390,407,
14,235,224,5,2011,97,310,330,
13,235,224,5,2011,97,390,407,
13,235,224,5,2011,97,310,330,
18,21,211,6,2012,132,230,200,
18,21,211,6,2012,132,230,200,
19,21,211,6,2012,132,300,300,
18,21,211,6,2012,142,230,200,
18,21,211,6,2012,142,230,200,
20,21,211,6,2012,142,300,300,
18,21,211,7,2012,142,300,300,
17,184,24,6,2012,137,230,200,
18,184,24,6,2012,137,230,200,
17,184,24,6,2012,137,230,200,
17,184,24,6,2012,137,230,200,
26,6,31,5,2012,185,160,146,
28,6,31,6,2012,185,160,146,
27,6,31,6,2012,185,160,146,
27,6,31,6,2012,185,160,146,
18,150,57,6,2012,45,332,270,
18,150,57,7,2012,45,332,270,
18,150,57,7,2012,45,332,270,
18,150,52,6,2012,35,332,270,
18,52,52,6,2012,35,332,270,
18,150,52,6,2012,35,332,270,
19,150,52,7,2012,35,332,270,
19,150,52,7,2012,35,332,270,
25,28,229,6,2012,33,188,177,
25,28,229,6,2012,33,188,177,
28,122,254,6,2012,119,138,123,
15,38,97,8,2012,210,429,376,
15,38,97,8,2012,210,429,376,
20,68,97,6,2012,188,276,248,
20,68,97,6,2012,188,276,248,
20,68,97,6,2012,188,175,169,
20,68,97,6,2012,188,276,248,
20,68,97,6,2012,188,276,248,
20,68,97,6,2012,188,276,248,
20,68,97,6,2012,188,175,169,
20,68,97,6,2012,188,276,248,
20,68,97,6,2012,188,175,169,
10,125,209,6,2012,168,310,365,
14,125,209,6,2012,168,310,365,
14,125,209,6,2012,168,310,365,
10,125,209,6,2012,168,310,365,
14,245,209,6,2012,181,310,365,
10,245,209,6,2012,181,310,365,
10,245,209,6,2012,181,310,365,
10,245,209,6,2012,181,310,365,
9,125,209,6,2012,168,310,365,
13,125,209,6,2012,168,310,365,
9,125,209,6,2012,168,310,365,
13,125,209,6,2012,168,310,365,
9,245,209,6,2012,196,310,365,
9,245,209,6,2012,196,310,365,
9,245,209,6,2012,196,310,365,
13,245,209,6,2012,196,310,365,
16,186,57,5,2012,110,261,281,
15,186,57,5,2012,110,261,281,
16,186,57,5,2012,110,261,281,
16,186,57,6,2012,110,261,281,
15,186,57,5,2012,110,261,281,
16,186,57,6,2012,110,261,281,
15,186,57,5,2012,110,261,281,
15,20,57,5,2012,36,266,288,
14,20,57,5,2012,52,266,288,
15,20,57,5,2012,41,266,288,
14,20,57,5,2012,52,266,288,
15,20,57,5,2012,41,266,288,
14,20,57,5,2012,52,266,288,
15,20,57,5,2012,41,266,288,
14,20,57,5,2012,52,266,288,
13,20,57,5,2012,54,310,388,
17,233,153,6,2012,214,260,257,
16,233,153,6,2012,214,260,257,
16,233,153,6,2012,214,260,257,
17,233,153,6,2012,214,260,257,
20,164,236,7,2012,172,218,187,
20,164,236,7,2012,172,218,187,
19,164,236,7,2012,172,218,187,
19,164,236,7,2012,172,328,269,
18,164,236,7,2012,188,328,269,
17,164,236,6,2012,172,328,269,
19,42,31,7,2012,111,330,270,
19,42,31,7,2012,111,330,270,
18,42,31,7,2012,127,330,270,
17,42,31,6,2012,114,330,270,
21,155,247,6,2012,167,227,236,
21,155,247,6,2012,167,227,236,
22,95,21,5,2012,115,172,165,
23,95,21,5,2012,115,158,141,
13,155,222,5,2012,168,317,385,
12,155,222,5,2012,168,317,385,
12,155,222,5,2012,189,317,385,
12,155,222,5,2012,189,317,385,
13,155,222,5,2012,168,317,385,
9,155,222,5,2012,168,317,385,
12,155,222,5,2012,189,317,385,
12,155,222,5,2012,189,317,385,
13,155,222,5,2012,168,317,385,
12,155,222,5,2012,168,317,385,
12,155,222,5,2012,189,317,385,
12,155,222,5,2012,189,317,385,
21,228,8,6,2012,145,204,185,
20,228,8,6,2012,160,204,185,
19,228,8,6,2012,145,204,185,
19,228,8,6,2012,145,306,277,
18,228,8,6,2012,145,306,277,
19,27,8,6,2012,135,204,185,
19,22,8,6,2012,135,204,185,
21,27,8,6,2012,135,204,185,
16,53,24,8,2012,135,416,371,
19,6,28,6,2012,150,268,248,
16,196,83,8,2012,195,380,367,
16,196,83,8,2012,195,380,367,
16,60,83,8,2012,195,380,367,
16,60,83,8,2012,195,380,367,
19,221,191,6,2012,214,187,186,
18,221,191,6,2012,214,266,245,
19,221,191,6,2012,214,187,186,
18,221,191,6,2012,214,266,245,
17,221,191,6,2012,214,266,245,
18,221,191,6,2012,214,266,245,
18,221,191,6,2012,214,266,245,
18,221,191,6,2012,214,266,245,
17,221,191,6,2012,214,266,245,
18,221,191,6,2012,214,266,245,
18,221,191,6,2012,214,266,245,
17,221,191,6,2012,214,266,245,
21,17,228,8,2012,103,211,258,
18,147,63,8,2012,191,372,328,
18,17,63,8,2012,180,372,328,
14,147,63,8,2012,191,500,463,
18,102,50,6,2012,62,360,343,
23,86,54,5,2012,195,177,161,
23,86,54,5,2012,195,177,161,
23,86,54,5,2012,195,177,161,
23,86,54,5,2012,195,177,161,
23,86,54,5,2012,195,190,162,
23,86,54,5,2012,195,190,162,
20,86,54,5,2012,195,271,254,
23,86,54,5,2012,195,190,162,
20,86,54,5,2012,195,271,254,
23,243,57,5,2012,152,190,162,
22,243,57,5,2012,152,190,162,
18,162,93,6,2012,184,270,248,
18,162,93,6,2012,184,270,248,
23,243,57,5,2012,152,190,162,
22,243,57,5,2012,152,190,162,
22,243,57,5,2012,152,190,162,
17,243,57,6,2012,152,271,251,
19,243,57,5,2012,152,271,254,
17,47,59,7,2012,117,325,267,
16,65,59,6,2012,119,325,267,
19,93,31,7,2012,114,348,276,
17,93,31,6,2012,114,348,276,
11,153,102,6,2012,195,552,354,
17,22,11,7,2012,36,297,253,
17,22,11,7,2012,36,297,253,
17,22,11,7,2012,36,297,253,
17,22,11,7,2012,36,297,253,
16,251,135,7,2012,142,303,262,
16,251,135,7,2012,142,303,262,
14,251,135,7,2012,142,390,369,
14,170,237,7,2012,133,400,413,
14,170,237,7,2012,133,400,413,
12,210,133,5,2012,8,290,260,
12,210,133,5,2012,8,290,260,
16,210,133,5,2012,8,290,260,
14,210,133,6,2012,8,360,390,
16,210,133,5,2012,8,290,260,
13,210,133,6,2012,8,360,390,
14,210,133,6,2012,8,360,390,
13,210,133,6,2012,8,360,390,
12,210,133,5,2012,8,290,260,
14,210,133,6,2012,8,360,390,
16,210,133,5,2012,8,290,260,
13,210,133,6,2012,8,360,390,
12,251,166,5,2012,193,465,465,
17,212,151,5,2012,193,290,260,
17,212,151,5,2012,193,290,260,
13,212,151,5,2012,193,290,260,
16,212,151,5,2012,193,290,260,
16,212,151,5,2012,193,290,260,
16,212,151,5,2012,193,290,260,
17,212,151,5,2012,193,290,260,
12,212,151,5,2012,193,290,260,
17,215,133,5,2012,24,270,278,
17,215,133,5,2012,24,270,278,
17,215,133,5,2012,92,270,278,
17,215,133,5,2012,24,270,278,
17,215,133,5,2012,24,270,278,
29,109,158,5,2012,195,100,98,
29,109,158,5,2012,195,100,98,
28,109,158,4,2012,195,100,98,
28,109,158,4,2012,195,100,98,
14,89,237,6,2012,163,310,327,
13,89,237,6,2012,163,381,401,
13,89,237,6,2012,163,310,327,
13,89,237,6,2012,163,381,401,
13,89,237,6,2012,163,381,401,
13,89,237,6,2012,163,381,401,
13,89,237,6,2012,163,381,401,
13,89,237,6,2012,163,381,401,
25,237,219,5,2012,190,148,135,
25,237,219,5,2012,190,148,135,
24,237,219,5,2012,190,148,135,
27,237,219,6,2012,190,155,148,
28,237,219,6,2012,190,155,148,
28,237,219,6,2012,190,155,148,
20,237,219,6,2012,190,167,168,
22,242,219,5,2012,190,167,168,
16,213,113,5,2012,203,370,395,
15,213,113,5,2012,203,370,395,
18,80,16,6,2012,130,200,207,
22,80,16,6,2012,130,200,207,
21,80,16,6,2012,130,200,207,
22,80,16,6,2012,130,200,207,
21,80,16,6,2012,130,200,207,
22,80,16,6,2012,130,200,207,
21,80,16,6,2012,130,200,207,
18,157,130,5,2012,170,305,268,
15,157,130,5,2012,170,376,410,
16,157,130,6,2012,170,376,410,
14,157,130,5,2012,170,470,470,
14,157,130,6,2012,170,470,470,
21,28,57,4,2012,203,173,166,
20,28,57,6,2012,203,173,166,
14,28,57,6,2012,203,283,260,
14,28,57,6,2012,203,283,260,
24,62,211,5,2012,254,158,141,
24,62,211,5,2012,254,158,141,
24,19,242,5,2012,172,115,125,
23,19,242,6,2012,172,115,125,
23,19,242,5,2012,172,170,177,
24,19,242,6,2012,172,170,177,
23,19,242,5,2012,172,170,177,
24,19,242,6,2012,172,170,177,
30,19,242,6,2012,172,140,236,
22,19,242,6,2012,172,200,207,
24,19,242,6,2012,172,170,177,
23,204,244,5,2012,223,170,177,
24,204,244,6,2012,223,170,177,
24,204,244,6,2012,223,170,177,
30,204,244,6,2012,223,140,236,
21,190,62,6,2012,137,200,207,
21,190,62,6,2012,137,200,207,
17,190,62,6,2012,137,280,265,
27,153,219,6,2012,190,155,148,
28,153,219,6,2012,190,155,148,
28,153,219,6,2012,190,155,148,
20,153,219,6,2012,190,167,168,
22,153,219,5,2012,190,167,168,
18,159,234,6,2012,180,263,280,
17,31,206,6,2012,188,283,260,
12,31,206,6,2012,188,283,260,
12,31,206,6,2012,188,283,260,
12,31,206,6,2012,188,283,260,
17,31,206,6,2012,188,283,260,
22,155,183,5,2012,220,167,158,
21,155,183,6,2012,220,167,158,
21,155,183,6,2012,220,167,158,
21,155,183,6,2012,220,167,158,
21,155,183,6,2012,220,167,158,
21,155,183,6,2012,220,167,158,
19,22,41,4,2012,155,173,166,
19,22,41,4,2012,155,173,166,
13,22,41,6,2012,229,283,260,
16,22,41,6,2012,229,283,260,
13,22,41,6,2012,183,283,260,
16,22,41,6,2012,186,283,260,
17,22,41,6,2012,188,283,260,
16,22,41,6,2012,186,283,260,
17,221,143,6,2012,191,273,270,
16,221,143,6,2012,191,273,270,
17,221,143,6,2012,191,273,270,
